Dataset_Name,diffusion_ver,Adaptor,lora_rank,clipi,clipt,num_train_steps,no_of_images,learning_rate,output_path,with_prior_preservation
teapot,sdxl,krona,4,0.76025390625,0.3509195963541666,1000,5,2e-06,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_4_2e-06_1000_False,False
clock,sdxl,krona,4,0.78857421875,0.2960379464285714,1000,6,0.0001,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_4_0.0001_1000_False,False
cat,sdxl,krona,4,0.765625,0.3312735721982758,800,5,2e-06,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_4_2e-06_800_False,False
dog6,sdxl,krona,4,0.7265625,0.3070827174831081,1000,5,5e-06,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_4_5e-06_1000_False,False
dog6,sdxl,krona,8,0.845703125,0.2864462362753378,1000,5,0.0005,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_8_0.0005_1000_False,False
dog2,sdxl,lora,4,0.810546875,0.2881940569196428,800,6,0.0001,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_4_0.0001_800_False,False
cat,sdxl,lora,4,0.77978515625,0.328924771012931,800,5,2e-06,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_4_2e-06_800_False,False
backpack,sdxl,krona,4,0.7587890625,0.3363752693965517,1200,6,5e-06,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_4_5e-06_1200_False,False
dog2,sdxl,krona,4,0.7822265625,0.3026785714285714,800,6,0.0001,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_4_0.0001_800_False,False
cat,sdxl,krona,4,0.765625,0.3305074757543103,1000,5,2e-06,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_4_2e-06_1000_False,False
teapot,sdxl,krona,4,0.76171875,0.3511800130208333,1200,5,2e-06,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_4_2e-06_1200_False,False
backpack,sdxl,krona,4,0.7578125,0.333075161637931,400,6,2e-06,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_4_2e-06_400_False,False
dog6,sdxl,krona,4,0.72900390625,0.3076501794763513,1200,5,5e-06,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_4_5e-06_1200_False,False
clock,sdxl,krona,4,0.79296875,0.291900634765625,1200,6,0.0001,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_4_0.0001_1200_False,False
clock,sdxl,lora,8,0.71728515625,0.3191877092633928,1200,6,1e-06,/home/btech/ayush.singh/outputs_sdxl/clock/lora_sdxl_8_1e-06_1200_False,False
cat,sdxl,lora,4,0.78173828125,0.329236260775862,1000,5,2e-06,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_4_2e-06_1000_False,False
teapot,sdxl,krona,4,0.7607421875,0.35107421875,400,5,1e-06,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_4_1e-06_400_False,False
backpack,sdxl,lora,8,0.76025390625,0.3311136179956896,1200,6,1e-06,/home/btech/ayush.singh/outputs_sdxl/backpack/lora_sdxl_8_1e-06_1200_False,False
dog2,sdxl,lora,4,0.8125,0.2794294084821428,1000,6,0.0001,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_4_0.0001_1000_False,False
dog6,sdxl,krona,4,0.72705078125,0.3058158255912162,400,5,2e-06,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_4_2e-06_400_False,False
clock,sdxl,krona,4,0.7265625,0.3268258231026785,400,6,5e-06,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_4_5e-06_400_False,False
dog2,sdxl,krona,4,0.7890625,0.2969342912946429,1000,6,0.0001,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_4_0.0001_1000_False,False
backpack,sdxl,krona,4,0.7587890625,0.3350451239224138,800,6,2e-06,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_4_2e-06_800_False,False
cat,sdxl,krona,4,0.765625,0.3311388739224138,1200,5,2e-06,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_4_2e-06_1200_False,False
teapot,sdxl,krona,4,0.76123046875,0.3512613932291666,800,5,1e-06,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_4_1e-06_800_False,False
clock,sdxl,lora,8,0.7822265625,0.2987278529575893,400,6,5e-05,/home/btech/ayush.singh/outputs_sdxl/clock/lora_sdxl_8_5e-05_400_False,False
dog6,sdxl,krona,4,0.72705078125,0.3053671347128378,800,5,2e-06,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_4_2e-06_800_False,False
cat,sdxl,lora,4,0.787109375,0.3291436557112069,1200,5,2e-06,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_4_2e-06_1200_False,False
cat,sdxl,krona,4,0.76904296875,0.3303391029094827,400,5,1e-06,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_4_1e-06_400_False,False
backpack,sdxl,lora,8,0.83251953125,0.3248501481681034,400,6,5e-05,/home/btech/ayush.singh/outputs_sdxl/backpack/lora_sdxl_8_5e-05_400_False,False
clock,sdxl,krona,4,0.70849609375,0.3235299246651785,800,6,5e-06,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_4_5e-06_800_False,False
dog6,sdxl,krona,8,0.8466796875,0.2873337204391892,1200,5,0.0005,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_8_0.0005_1200_False,False
dog2,sdxl,lora,4,0.82763671875,0.28017578125,1200,6,0.0001,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_4_0.0001_1200_False,False
cat,sdxl,lora,4,0.7734375,0.3317955280172414,400,5,1e-06,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_4_1e-06_400_False,False
dog2,sdxl,krona,4,0.7958984375,0.2942417689732143,1200,6,0.0001,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_4_0.0001_1200_False,False
teapot,sdxl,krona,4,0.76220703125,0.3504231770833333,1000,5,1e-06,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_4_1e-06_1000_False,False
cat,sdxl,krona,4,0.7666015625,0.3312230603448275,800,5,1e-06,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_4_1e-06_800_False,False
dog2,sdxl,lora,4,0.7138671875,0.3107142857142857,400,6,5e-06,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_4_5e-06_400_False,False
dog6,sdxl,krona,4,0.7275390625,0.3055122994087837,1000,5,2e-06,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_4_2e-06_1000_False,False
dog2,sdxl,krona,4,0.71826171875,0.3106863839285714,400,6,5e-06,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_4_5e-06_400_False,False
clock,sdxl,krona,4,0.71728515625,0.3219124930245535,1000,6,5e-06,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_4_5e-06_1000_False,False
cat,sdxl,lora,4,0.77734375,0.3315008755387931,800,5,1e-06,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_4_1e-06_800_False,False
backpack,sdxl,krona,4,0.76416015625,0.3332603717672414,1200,6,2e-06,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_4_2e-06_1200_False,False
dog6,sdxl,krona,4,0.7744140625,0.3063700907939189,400,5,0.0001,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_4_0.0001_400_False,False
teapot,sdxl,krona,4,0.759765625,0.3509928385416667,1200,5,1e-06,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_4_1e-06_1200_False,False
backpack,sdxl,krona,4,0.75439453125,0.3332940463362069,400,6,1e-06,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_4_1e-06_400_False,False
dog2,sdxl,lora,4,0.724609375,0.3102678571428571,800,6,5e-06,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_4_5e-06_800_False,False
clock,sdxl,lora,8,0.77392578125,0.3028433663504464,800,6,5e-05,/home/btech/ayush.singh/outputs_sdxl/clock/lora_sdxl_8_5e-05_800_False,False
backpack,sdxl,lora,8,0.8369140625,0.320203057650862,800,6,5e-05,/home/btech/ayush.singh/outputs_sdxl/backpack/lora_sdxl_8_5e-05_800_False,False
dog6,sdxl,krona,4,0.7265625,0.3060731630067567,1200,5,2e-06,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_4_2e-06_1200_False,False
dog2,sdxl,krona,4,0.71533203125,0.3111607142857143,800,6,5e-06,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_4_5e-06_800_False,False
cat,sdxl,lora,4,0.77978515625,0.3298760775862069,1000,5,1e-06,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_4_1e-06_1000_False,False
teapot,sdxl,krona,4,0.775390625,0.3503662109375,400,5,5e-05,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_4_5e-05_400_False,False
cat,sdxl,krona,4,0.76806640625,0.3312735721982758,1200,5,1e-06,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_4_1e-06_1200_False,False
clock,base,lora,8,0.75244140625,0.3124040876116071,1000,6,5e-06,/home/btech/ayush.singh/outputs_base/clock/lora_base_8_5e-06_1000_False,False
clock,sdxl,krona,4,0.7099609375,0.3211887904575893,1200,6,5e-06,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_4_5e-06_1200_False,False
dog6,sdxl,krona,4,0.7275390625,0.3052351668074324,400,5,1e-06,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_4_1e-06_400_False,False
backpack,sdxl,krona,4,0.75537109375,0.3333277209051724,800,6,1e-06,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_4_1e-06_800_False,False
dog6,base,lora,8,0.755859375,0.2952880859375,1200,5,5e-06,/home/btech/ayush.singh/outputs_base/dog6/lora_base_8_5e-06_1200_False,False
cat,sdxl,krona,4,0.7822265625,0.3290678879310345,400,5,5e-05,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_4_5e-05_400_False,False
teapot,base,lora,8,0.77001953125,0.3353597005208333,1200,5,5e-06,/home/btech/ayush.singh/outputs_base/teapot/lora_base_8_5e-06_1200_False,False
dog2,sdxl,lora,4,0.74267578125,0.3071358816964286,1000,6,5e-06,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_4_5e-06_1000_False,False
teapot,sdxl,krona,4,0.78076171875,0.3419108072916667,800,5,5e-05,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_4_5e-05_800_False,False
clock,sdxl,krona,4,0.7275390625,0.3229282924107143,400,6,2e-06,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_4_2e-06_400_False,False
cat,sdxl,lora,4,0.85205078125,0.316473599137931,400,5,5e-05,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_4_5e-05_400_False,False
dog6,sdxl,krona,4,0.81591796875,0.2969178895692567,800,5,0.0001,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_4_0.0001_800_False,False
dog2,sdxl,krona,4,0.71484375,0.3123604910714285,1000,6,5e-06,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_4_5e-06_1000_False,False
cat,sdxl,krona,4,0.7998046875,0.3260961072198275,800,5,5e-05,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_4_5e-05_800_False,False
backpack,sdxl,krona,4,0.75732421875,0.3335045123922414,1000,6,1e-06,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_4_1e-06_1000_False,False
cat,sdxl,lora,4,0.85595703125,0.3098986395474138,800,5,5e-05,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_4_5e-05_800_False,False
dog6,sdxl,krona,4,0.7265625,0.3059345967060811,1000,5,1e-06,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_4_1e-06_1000_False,False
dog2,sdxl,lora,4,0.75,0.3068080357142857,1200,6,5e-06,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_4_5e-06_1200_False,False
clock,sdxl,lora,8,0.751953125,0.300872802734375,1000,6,5e-05,/home/btech/ayush.singh/outputs_sdxl/clock/lora_sdxl_8_5e-05_1000_False,False
backpack,sdxl,lora,8,0.8408203125,0.3183257004310345,1000,6,5e-05,/home/btech/ayush.singh/outputs_sdxl/backpack/lora_sdxl_8_5e-05_1000_False,False
cat,sdxl,krona,4,0.81494140625,0.32275390625,1000,5,5e-05,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_4_5e-05_1000_False,False
dog2,sdxl,krona,4,0.7119140625,0.3133440290178571,1200,6,5e-06,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_4_5e-06_1200_False,False
clock,sdxl,krona,4,0.73095703125,0.3267124720982143,1000,6,2e-06,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_4_2e-06_1000_False,False
cat,sdxl,lora,4,0.86181640625,0.3111319706357758,1000,5,5e-05,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_4_5e-05_1000_False,False
dog2,sdxl,lora,4,0.7080078125,0.3098179408482143,400,6,2e-06,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_4_2e-06_400_False,False
teapot,sdxl,krona,4,0.79736328125,0.3410237630208333,1200,5,5e-05,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_4_5e-05_1200_False,False
dog6,base,lora,8,0.7177734375,0.2922561233108108,400,5,2e-06,/home/btech/ayush.singh/outputs_base/dog6/lora_base_8_2e-06_400_False,False
teapot,base,lora,8,0.748046875,0.3458658854166667,400,5,2e-06,/home/btech/ayush.singh/outputs_base/teapot/lora_base_8_2e-06_400_False,False
backpack,sdxl,krona,4,0.75634765625,0.3348178205818966,1200,6,1e-06,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_4_1e-06_1200_False,False
dog2,sdxl,krona,4,0.71728515625,0.3102748325892857,400,6,2e-06,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_4_2e-06_400_False,False
dog6,sdxl,krona,4,0.7255859375,0.305347339527027,1200,5,1e-06,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_4_1e-06_1200_False,False
dog6,sdxl,krona,4,0.826171875,0.2953606682854729,1000,5,0.0001,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_4_0.0001_1000_False,False
teapot,sdxl,krona,4,0.76025390625,0.3466064453125,400,5,2e-05,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_4_2e-05_400_False,False
backpack,sdxl,krona,4,0.77880859375,0.3360469423491379,400,6,5e-05,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_4_5e-05_400_False,False
dog6,sdxl,krona,4,0.7412109375,0.3076501794763513,400,5,5e-05,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_4_5e-05_400_False,False
cat,sdxl,krona,4,0.8232421875,0.3210954337284483,1200,5,5e-05,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_4_5e-05_1200_False,False
dog2,sdxl,lora,4,0.7080078125,0.3108049665178571,800,6,2e-06,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_4_2e-06_800_False,False
cat,sdxl,lora,4,0.8681640625,0.3071709994612069,1200,5,5e-05,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_4_5e-05_1200_False,False
clock,sdxl,krona,4,0.72607421875,0.3254307338169643,1200,6,2e-06,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_4_2e-06_1200_False,False
dog2,sdxl,krona,4,0.71728515625,0.3108468191964286,800,6,2e-06,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_4_2e-06_800_False,False
cat,sdxl,krona,4,0.77880859375,0.3300191945043103,400,5,2e-05,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_4_2e-05_400_False,False
teapot,sdxl,krona,4,0.771484375,0.3504069010416666,800,5,2e-05,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_4_2e-05_800_False,False
cat,sdxl,lora,4,0.82373046875,0.3221814385775862,400,5,2e-05,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_4_2e-05_400_False,False
dog6,sdxl,krona,4,0.7783203125,0.3049712309966216,800,5,5e-05,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_4_5e-05_800_False,False
clock,sdxl,krona,4,0.73095703125,0.3246895926339285,400,6,1e-06,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_4_1e-06_400_False,False
backpack,sdxl,krona,4,0.80908203125,0.3315598060344827,800,6,5e-05,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_4_5e-05_800_False,False
cat,sdxl,krona,4,0.77587890625,0.3301538927801724,800,5,2e-05,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_4_2e-05_800_False,False
dog2,sdxl,lora,4,0.71044921875,0.3093680245535714,1000,6,2e-06,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_4_2e-06_1000_False,False
cat,sdxl,lora,4,0.84814453125,0.3160863415948275,800,5,2e-05,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_4_2e-05_800_False,False
teapot,sdxl,krona,4,0.7783203125,0.3504313151041666,1000,5,2e-05,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_4_2e-05_1000_False,False
clock,sdxl,lora,8,0.76708984375,0.3025294712611607,1200,6,5e-05,/home/btech/ayush.singh/outputs_sdxl/clock/lora_sdxl_8_5e-05_1200_False,False
dog2,sdxl,krona,4,0.71826171875,0.3109375,1000,6,2e-06,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_4_2e-06_1000_False,False
backpack,sdxl,lora,8,0.84521484375,0.3197821255387931,1200,6,5e-05,/home/btech/ayush.singh/outputs_sdxl/backpack/lora_sdxl_8_5e-05_1200_False,False
clock,sdxl,krona,4,0.7255859375,0.32421875,800,6,1e-06,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_4_1e-06_800_False,False
dog6,sdxl,krona,4,0.78564453125,0.3028597445101351,1000,5,5e-05,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_4_5e-05_1000_False,False
backpack,sdxl,krona,4,0.806640625,0.3313240840517241,1000,6,5e-05,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_4_5e-05_1000_False,False
dog6,sdxl,krona,4,0.82568359375,0.295337573902027,1200,5,0.0001,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_4_0.0001_1200_False,False
cat,sdxl,krona,4,0.78466796875,0.3296824488146552,1000,5,2e-05,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_4_2e-05_1000_False,False
dog2,sdxl,lora,4,0.7138671875,0.3104910714285714,1200,6,2e-06,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_4_2e-06_1200_False,False
teapot,sdxl,krona,4,0.78076171875,0.3544270833333333,1200,5,2e-05,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_4_2e-05_1200_False,False
clock,sdxl,lora,8,0.76123046875,0.3045915876116071,400,6,2e-05,/home/btech/ayush.singh/outputs_sdxl/clock/lora_sdxl_8_2e-05_400_False,False
backpack,sdxl,lora,8,0.81494140625,0.3299097521551724,400,6,2e-05,/home/btech/ayush.singh/outputs_sdxl/backpack/lora_sdxl_8_2e-05_400_False,False
clock,sdxl,krona,4,0.72900390625,0.3245326450892857,1000,6,1e-06,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_4_1e-06_1000_False,False
dog2,sdxl,krona,4,0.71728515625,0.3113839285714285,1200,6,2e-06,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_4_2e-06_1200_False,False
dog6,sdxl,krona,4,0.794921875,0.3012563344594595,1200,5,5e-05,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_4_5e-05_1200_False,False
cat,sdxl,lora,4,0.8564453125,0.3137712149784483,1200,5,2e-05,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_4_2e-05_1200_False,False
teapot,sdxl,krona,4,0.75830078125,0.3493570963541667,400,5,1e-05,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_4_1e-05_400_False,False
dog2,sdxl,lora,4,0.71484375,0.3119210379464285,400,6,1e-06,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_4_1e-06_400_False,False
dog6,sdxl,krona,4,0.728515625,0.3059016047297297,400,5,5e-06,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_4_5e-06_400_False,False
backpack,sdxl,krona,4,0.81005859375,0.3300191945043103,1200,6,5e-05,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_4_5e-05_1200_False,False
cat,sdxl,krona,4,0.787109375,0.3286553744612069,1200,5,2e-05,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_4_2e-05_1200_False,False
dog6,sdxl,krona,4,0.73486328125,0.3090160472972973,400,5,2e-05,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_4_2e-05_400_False,False
dog2,sdxl,krona,4,0.71533203125,0.3092982700892857,400,6,1e-06,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_4_1e-06_400_False,False
cat,sdxl,lora,4,0.798828125,0.3269884832974138,400,5,1e-05,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_4_1e-05_400_False,False
dog6,base,lora,8,0.7275390625,0.2916886613175675,800,5,2e-06,/home/btech/ayush.singh/outputs_base/dog6/lora_base_8_2e-06_800_False,False
cat,sdxl,krona,4,0.77001953125,0.3307179418103448,400,5,1e-05,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_4_1e-05_400_False,False
teapot,base,lora,8,0.75927734375,0.3345296223958333,800,5,2e-06,/home/btech/ayush.singh/outputs_base/teapot/lora_base_8_2e-06_800_False,False
backpack,sdxl,krona,4,0.75146484375,0.3325026939655172,400,6,2e-05,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_4_2e-05_400_False,False
teapot,sdxl,krona,4,0.759765625,0.3478271484375,800,5,1e-05,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_4_1e-05_800_False,False
dog2,sdxl,lora,4,0.70849609375,0.3108119419642857,800,6,1e-06,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_4_1e-06_800_False,False
clock,sdxl,krona,4,0.7275390625,0.325439453125,1200,6,1e-06,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_4_1e-06_1200_False,False
cat,sdxl,lora,4,0.8212890625,0.3229812095905172,800,5,1e-05,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_4_1e-05_800_False,False
dog2,sdxl,krona,4,0.71826171875,0.3096261160714286,800,6,1e-06,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_4_1e-06_800_False,False
cat,sdxl,krona,4,0.77685546875,0.3283354660560345,800,5,1e-05,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_4_1e-05_800_False,False
clock,base,lora,8,0.75,0.3096923828125,1200,6,5e-06,/home/btech/ayush.singh/outputs_base/clock/lora_base_8_5e-06_1200_False,False
clock,sdxl,lora,8,0.76318359375,0.2988935198102678,800,6,2e-05,/home/btech/ayush.singh/outputs_sdxl/clock/lora_sdxl_8_2e-05_800_False,False
clock,sdxl,krona,4,0.71826171875,0.3118111746651785,400,6,5e-05,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_4_5e-05_400_False,False
backpack,sdxl,krona,4,0.77587890625,0.3323174838362069,800,6,2e-05,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_4_2e-05_800_False,False
backpack,sdxl,lora,8,0.82763671875,0.3250606142241379,800,6,2e-05,/home/btech/ayush.singh/outputs_sdxl/backpack/lora_sdxl_8_2e-05_800_False,False
dog6,sdxl,krona,4,0.74365234375,0.3080460831925675,1000,5,2e-05,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_4_2e-05_1000_False,False
teapot,sdxl,krona,4,0.76318359375,0.3488525390625,1000,5,1e-05,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_4_1e-05_1000_False,False
dog6,sdxl,krona,4,0.7265625,0.3058785103462837,800,5,5e-06,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_4_5e-06_800_False,False
dog2,sdxl,lora,4,0.70849609375,0.3095075334821429,1000,6,1e-06,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_4_1e-06_1000_False,False
cat,sdxl,krona,4,0.7783203125,0.329480401400862,1000,5,1e-05,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_4_1e-05_1000_False,False
dog2,sdxl,krona,4,0.7177734375,0.3099888392857143,1000,6,1e-06,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_4_1e-06_1000_False,False
clock,sdxl,krona,4,0.74951171875,0.3112051827566964,800,6,5e-05,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_4_5e-05_800_False,False
cat,sdxl,lora,4,0.8349609375,0.3201525457974138,1200,5,1e-05,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_4_1e-05_1200_False,False
dog6,sdxl,krona,4,0.75048828125,0.3076501794763513,1200,5,2e-05,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_4_2e-05_1200_False,False
cat,sdxl,lora,4,0.859375,0.3137585870150862,400,5,0.0005,/home/btech/ayush.singh/outputs_sdxl/cat/lora_sdxl_4_0.0005_400_False,False
teapot,sdxl,krona,4,0.80224609375,0.3265869140625,400,5,0.0005,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_4_0.0005_400_False,False
dog6,sdxl,krona,4,0.72900390625,0.3056310705236486,400,5,1e-05,/home/btech/ayush.singh/outputs_sdxl/dog6/krona_sdxl_4_1e-05_400_False,False
dog2,sdxl,lora,4,0.7109375,0.3094587053571428,1200,6,1e-06,/home/btech/ayush.singh/outputs_sdxl/dog2/lora_sdxl_4_1e-06_1200_False,False
cat,sdxl,krona,4,0.77783203125,0.328259698275862,1200,5,1e-05,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_4_1e-05_1200_False,False
backpack,sdxl,krona,4,0.7607421875,0.3300865436422414,400,6,1e-05,/home/btech/ayush.singh/outputs_sdxl/backpack/krona_sdxl_4_1e-05_400_False,False
clock,sdxl,krona,4,0.7626953125,0.30615234375,1000,6,5e-05,/home/btech/ayush.singh/outputs_sdxl/clock/krona_sdxl_4_5e-05_1000_False,False
dog2,sdxl,krona,4,0.71728515625,0.3103097098214286,1200,6,1e-06,/home/btech/ayush.singh/outputs_sdxl/dog2/krona_sdxl_4_1e-06_1200_False,False
teapot,sdxl,krona,4,0.82568359375,0.317919921875,800,5,0.0005,/home/btech/ayush.singh/outputs_sdxl/teapot/krona_sdxl_4_0.0005_800_False,False
cat,sdxl,krona,4,0.85791015625,0.3152192214439655,400,5,0.0005,/home/btech/ayush.singh/outputs_sdxl/cat/krona_sdxl_4_0.0005_400_False,False
clock,sdxl,lora,8,0.75390625,0.2995997837611607,1000,6,2e-05,/home/btech/ayush.singh/outputs_sdxl/clock/lora_sdxl_8_2e-05_1000_False,False
